world,node,child,value,dv_0.0,dv_0.01,dv_0.02,dv_0.03,dv_0.04,dv_0.05,dv_0.06,dv_0.07,dv_0.08,dv_0.09,dv_0.1,dv_0.11,dv_0.12,dv_0.13,dv_0.14,dv_0.15,dv_0.16,dv_0.17,dv_0.18,dv_0.19,dv_0.2,dv_0.21,dv_0.22,dv_0.23,dv_0.24,dv_0.25,dv_0.26,dv_0.27,dv_0.28,dv_0.29,dv_0.3,dv_0.31,dv_0.32,dv_0.33,dv_0.34,dv_0.35,dv_0.36,dv_0.37,dv_0.38,dv_0.39,dv_0.4,dv_0.41,dv_0.42,dv_0.43,dv_0.44,dv_0.45,dv_0.46,dv_0.47,dv_0.48,dv_0.49,dv_0.5,dv_0.51,dv_0.52,dv_0.53,dv_0.54,dv_0.55,dv_0.56,dv_0.57,dv_0.58,dv_0.59,dv_0.6,dv_0.61,dv_0.62,dv_0.63,dv_0.64,dv_0.65,dv_0.66,dv_0.67,dv_0.68,dv_0.69,dv_0.7,dv_0.71,dv_0.72,dv_0.73,dv_0.74,dv_0.75,dv_0.76,dv_0.77,dv_0.78,dv_0.79,dv_0.8,dv_0.81,dv_0.82,dv_0.83,dv_0.84,dv_0.85,dv_0.86,dv_0.87,dv_0.88,dv_0.89,dv_0.9,dv_0.91,dv_0.92,dv_0.93,dv_0.94,dv_0.95,dv_0.96,dv_0.97,dv_0.98,dv_0.99
ikea,N234416,N6099980,23.667,9.917,9.96,10.005,10.053,10.102,10.153,10.206,10.261,10.317,10.376,10.437,10.499,10.563,10.63,10.698,10.768,10.84,10.914,10.989,11.067,11.147,11.228,11.311,11.397,11.484,11.573,11.664,11.757,11.851,11.948,12.047,12.147,12.249,12.354,12.46,12.568,12.678,12.79,12.903,13.019,13.137,13.256,13.377,13.501,13.626,13.753,13.882,14.013,14.145,14.28,14.417,14.555,14.695,14.838,14.982,15.128,15.276,15.426,15.577,15.731,15.887,16.044,16.203,16.365,16.528,16.693,16.86,17.029,17.199,17.372,17.547,17.723,17.901,18.082,18.264,18.448,18.634,18.822,19.011,19.203,19.397,19.592,19.789,19.989,20.19,20.393,20.598,20.805,21.013,21.224,21.437,21.651,21.867,22.086,22.306,22.528,22.752,22.978,23.205,23.435
ikea,N234416,N9299941,23.667,2.917,2.986,3.059,3.134,3.212,3.293,3.377,3.463,3.552,3.644,3.739,3.837,3.937,4.04,4.146,4.255,4.366,4.481,4.598,4.717,4.84,4.965,5.094,5.225,5.358,5.495,5.634,5.776,5.921,6.069,6.219,6.372,6.528,6.687,6.849,7.013,7.18,7.35,7.523,7.698,7.877,8.058,8.242,8.428,8.618,8.81,9.005,9.203,9.403,9.606,9.812,10.021,10.233,10.448,10.665,10.885,11.108,11.333,11.562,11.793,12.027,12.263,12.503,12.745,12.99,13.238,13.489,13.742,13.998,14.257,14.519,14.784,15.051,15.321,15.594,15.87,16.148,16.43,16.714,17.0,17.29,17.582,17.878,18.176,18.476,18.78,19.086,19.395,19.707,20.022,20.339,20.659,20.982,21.308,21.637,21.968,22.302,22.639,22.979,23.321
garden,N9476286,N5061495,21.2,7.4,7.49,7.582,7.674,7.768,7.862,7.957,8.054,8.151,8.249,8.348,8.448,8.549,8.651,8.754,8.858,8.963,9.069,9.176,9.283,9.392,9.502,9.612,9.724,9.836,9.95,10.064,10.18,10.296,10.414,10.532,10.651,10.772,10.893,11.015,11.138,11.262,11.387,11.513,11.64,11.768,11.897,12.027,12.158,12.289,12.422,12.556,12.69,12.826,12.962,13.1,13.238,13.378,13.518,13.66,13.802,13.945,14.09,14.235,14.381,14.528,14.676,14.825,14.975,15.126,15.278,15.431,15.585,15.74,15.895,16.052,16.21,16.368,16.528,16.688,16.85,17.012,17.176,17.34,17.506,17.672,17.839,18.008,18.177,18.347,18.518,18.69,18.863,19.037,19.212,19.388,19.565,19.743,19.922,20.101,20.282,20.464,20.646,20.83,21.014
garden,N9476286,N9813497,22.0,7.4,7.441,7.484,7.53,7.577,7.627,7.678,7.732,7.788,7.846,7.906,7.968,8.033,8.099,8.168,8.239,8.311,8.386,8.463,8.543,8.624,8.707,8.793,8.881,8.971,9.062,9.157,9.253,9.351,9.451,9.554,9.659,9.765,9.874,9.985,10.098,10.214,10.331,10.451,10.572,10.696,10.822,10.95,11.08,11.212,11.347,11.483,11.622,11.762,11.905,12.05,12.197,12.346,12.498,12.651,12.806,12.964,13.124,13.286,13.45,13.616,13.784,13.955,14.127,14.302,14.479,14.657,14.838,15.021,15.207,15.394,15.583,15.775,15.969,16.165,16.362,16.563,16.765,16.969,17.175,17.384,17.595,17.807,18.022,18.239,18.459,18.68,18.903,19.129,19.356,19.586,19.818,20.052,20.288,20.526,20.767,21.009,21.254,21.5,21.749
garden,N4210096,N7991449,21.2,7.4,7.49,7.582,7.674,7.768,7.862,7.957,8.054,8.151,8.249,8.348,8.448,8.549,8.651,8.754,8.858,8.963,9.069,9.176,9.283,9.392,9.502,9.612,9.724,9.836,9.95,10.064,10.18,10.296,10.414,10.532,10.651,10.772,10.893,11.015,11.138,11.262,11.387,11.513,11.64,11.768,11.897,12.027,12.158,12.289,12.422,12.556,12.69,12.826,12.962,13.1,13.238,13.378,13.518,13.66,13.802,13.945,14.09,14.235,14.381,14.528,14.676,14.825,14.975,15.126,15.278,15.431,15.585,15.74,15.895,16.052,16.21,16.368,16.528,16.688,16.85,17.012,17.176,17.34,17.506,17.672,17.839,18.008,18.177,18.347,18.518,18.69,18.863,19.037,19.212,19.388,19.565,19.743,19.922,20.101,20.282,20.464,20.646,20.83,21.014
garden,N4210096,N7830461,22.0,7.4,7.441,7.484,7.53,7.577,7.627,7.678,7.732,7.788,7.846,7.906,7.968,8.033,8.099,8.168,8.239,8.311,8.386,8.463,8.543,8.624,8.707,8.793,8.881,8.971,9.062,9.157,9.253,9.351,9.451,9.554,9.659,9.765,9.874,9.985,10.098,10.214,10.331,10.451,10.572,10.696,10.822,10.95,11.08,11.212,11.347,11.483,11.622,11.762,11.905,12.05,12.197,12.346,12.498,12.651,12.806,12.964,13.124,13.286,13.45,13.616,13.784,13.955,14.127,14.302,14.479,14.657,14.838,15.021,15.207,15.394,15.583,15.775,15.969,16.165,16.362,16.563,16.765,16.969,17.175,17.384,17.595,17.807,18.022,18.239,18.459,18.68,18.903,19.129,19.356,19.586,19.818,20.052,20.288,20.526,20.767,21.009,21.254,21.5,21.749
museum,N4946088,N8559917,21.25,4.375,4.486,4.597,4.71,4.824,4.94,5.056,5.174,5.293,5.413,5.534,5.656,5.78,5.904,6.03,6.157,6.285,6.415,6.545,6.677,6.81,6.944,7.079,7.216,7.353,7.492,7.632,7.773,7.916,8.059,8.204,8.35,8.497,8.645,8.794,8.945,9.096,9.249,9.403,9.559,9.715,9.873,10.031,10.191,10.352,10.515,10.678,10.843,11.009,11.176,11.344,11.513,11.684,11.855,12.028,12.202,12.377,12.554,12.731,12.91,13.09,13.271,13.453,13.637,13.821,14.007,14.194,14.382,14.572,14.762,14.954,15.147,15.341,15.536,15.732,15.93,16.128,16.328,16.529,16.732,16.935,17.14,17.345,17.552,17.76,17.97,18.18,18.392,18.605,18.819,19.034,19.25,19.468,19.686,19.906,20.127,20.349,20.573,20.797,21.023
museum,N4946088,N2723957,22.25,10.0,10.054,10.11,10.167,10.226,10.286,10.347,10.41,10.474,10.539,10.606,10.674,10.744,10.815,10.887,10.961,11.036,11.112,11.19,11.269,11.35,11.432,11.515,11.6,11.686,11.773,11.862,11.952,12.044,12.137,12.231,12.327,12.424,12.522,12.622,12.723,12.826,12.93,13.035,13.142,13.25,13.359,13.47,13.582,13.696,13.811,13.927,14.045,14.164,14.284,14.406,14.529,14.654,14.78,14.907,15.036,15.166,15.297,15.43,15.564,15.7,15.837,15.975,16.115,16.256,16.398,16.542,16.687,16.834,16.982,17.131,17.282,17.434,17.587,17.742,17.898,18.056,18.215,18.375,18.537,18.7,18.864,19.03,19.197,19.366,19.536,19.707,19.88,20.054,20.229,20.406,20.584,20.764,20.945,21.127,21.311,21.496,21.682,21.87,22.059
tworooms,N7291500,N9601214,21.5,14.875,14.941,15.008,15.074,15.14,15.206,15.273,15.339,15.405,15.471,15.537,15.604,15.67,15.736,15.803,15.869,15.935,16.001,16.067,16.134,16.2,16.266,16.332,16.399,16.465,16.531,16.598,16.664,16.73,16.796,16.863,16.929,16.995,17.061,17.128,17.194,17.26,17.326,17.392,17.459,17.525,17.591,17.657,17.724,17.79,17.856,17.922,17.989,18.055,18.121,18.188,18.254,18.32,18.386,18.453,18.519,18.585,18.651,18.718,18.784,18.85,18.916,18.983,19.049,19.115,19.181,19.248,19.314,19.38,19.446,19.512,19.579,19.645,19.711,19.777,19.844,19.91,19.976,20.043,20.109,20.175,20.241,20.308,20.374,20.44,20.506,20.572,20.639,20.705,20.771,20.837,20.904,20.97,21.036,21.102,21.169,21.235,21.301,21.367,21.434
tworooms,N7291500,N9403647,21.75,3.875,4.054,4.232,4.411,4.59,4.769,4.947,5.126,5.305,5.484,5.662,5.841,6.02,6.199,6.377,6.556,6.735,6.914,7.093,7.271,7.45,7.629,7.808,7.986,8.165,8.344,8.523,8.701,8.88,9.059,9.237,9.416,9.595,9.774,9.953,10.131,10.31,10.489,10.668,10.846,11.025,11.204,11.383,11.561,11.74,11.919,12.098,12.276,12.455,12.634,12.812,12.991,13.17,13.349,13.527,13.706,13.885,14.064,14.242,14.421,14.6,14.779,14.957,15.136,15.315,15.494,15.672,15.851,16.03,16.209,16.387,16.566,16.745,16.924,17.102,17.281,17.46,17.639,17.817,17.996,18.175,18.354,18.532,18.711,18.89,19.069,19.248,19.426,19.605,19.784,19.962,20.141,20.32,20.499,20.677,20.856,21.035,21.214,21.392,21.571
lab,N7839123,N3878758,21.857,4.143,4.166,4.19,4.214,4.24,4.265,4.292,4.32,4.348,4.377,4.407,4.438,4.47,4.503,4.537,4.572,4.608,4.646,4.685,4.725,4.766,4.809,4.854,4.9,4.948,4.997,5.048,5.102,5.157,5.214,5.273,5.334,5.398,5.464,5.533,5.604,5.677,5.754,5.833,5.915,6.001,6.089,6.181,6.276,6.374,6.476,6.582,6.692,6.805,6.923,7.045,7.171,7.301,7.436,7.576,7.721,7.871,8.025,8.185,8.351,8.522,8.699,8.881,9.07,9.264,9.465,9.673,9.887,10.108,10.336,10.571,10.813,11.063,11.32,11.586,11.859,12.14,12.43,12.728,13.036,13.352,13.677,14.011,14.355,14.709,15.072,15.446,15.83,16.224,16.63,17.046,17.473,17.912,18.362,18.824,19.298,19.785,20.284,20.795,21.32
lab,N7839123,N6747577,22.143,2.0,2.022,2.045,2.07,2.095,2.122,2.15,2.18,2.211,2.243,2.277,2.312,2.349,2.387,2.427,2.468,2.512,2.557,2.603,2.652,2.702,2.755,2.809,2.866,2.925,2.986,3.049,3.115,3.184,3.254,3.328,3.404,3.483,3.565,3.649,3.737,3.828,3.923,4.02,4.121,4.226,4.334,4.446,4.562,4.682,4.806,4.934,5.066,5.203,5.345,5.491,5.642,5.798,5.959,6.125,6.297,6.474,6.656,6.845,7.039,7.24,7.446,7.659,7.878,8.104,8.337,8.577,8.824,9.078,9.34,9.609,9.886,10.171,10.464,10.765,11.075,11.394,11.721,12.058,12.403,12.758,13.123,13.497,13.882,14.276,14.681,15.097,15.523,15.961,16.409,16.869,17.34,17.824,18.319,18.827,19.347,19.88,20.426,20.985,21.557
lab,N7839123,N4211456,25.0,5.0,5.035,5.07,5.106,5.143,5.181,5.221,5.261,5.302,5.344,5.388,5.433,5.479,5.527,5.576,5.626,5.679,5.733,5.788,5.846,5.906,5.967,6.031,6.096,6.164,6.234,6.307,6.382,6.459,6.54,6.622,6.708,6.796,6.888,6.982,7.08,7.18,7.285,7.392,7.503,7.618,7.736,7.858,7.984,8.114,8.248,8.386,8.528,8.675,8.826,8.982,9.143,9.308,9.478,9.654,9.834,10.02,10.211,10.408,10.61,10.818,11.031,11.251,11.477,11.708,11.947,12.191,12.442,12.7,12.965,13.237,13.515,13.801,14.094,14.395,14.703,15.019,15.343,15.675,16.015,16.363,16.719,17.084,17.458,17.841,18.233,18.633,19.043,19.463,19.892,20.331,20.779,21.238,21.707,22.186,22.675,23.175,23.631,24.078,24.535
roomG,N8317607,N1983096,21.9,7.6,7.743,7.886,8.029,8.172,8.315,8.458,8.601,8.744,8.887,9.03,9.173,9.316,9.459,9.602,9.745,9.888,10.031,10.174,10.317,10.46,10.603,10.746,10.889,11.032,11.175,11.318,11.461,11.604,11.747,11.89,12.033,12.176,12.319,12.462,12.605,12.748,12.891,13.034,13.177,13.32,13.463,13.606,13.749,13.892,14.035,14.178,14.321,14.464,14.607,14.75,14.893,15.036,15.179,15.322,15.465,15.608,15.751,15.894,16.037,16.18,16.323,16.466,16.609,16.752,16.895,17.038,17.181,17.324,17.467,17.61,17.753,17.896,18.039,18.182,18.325,18.468,18.611,18.754,18.897,19.04,19.183,19.326,19.469,19.612,19.755,19.898,20.041,20.184,20.327,20.47,20.613,20.756,20.899,21.042,21.185,21.328,21.471,21.614,21.757
roomG,N8317607,N940315,23.9,13.1,13.208,13.316,13.424,13.532,13.64,13.748,13.856,13.964,14.072,14.18,14.288,14.396,14.504,14.612,14.72,14.828,14.936,15.044,15.152,15.26,15.368,15.476,15.584,15.692,15.8,15.908,16.016,16.124,16.232,16.34,16.448,16.556,16.664,16.772,16.88,16.988,17.096,17.204,17.312,17.42,17.528,17.636,17.744,17.852,17.96,18.068,18.176,18.284,18.392,18.5,18.608,18.716,18.824,18.932,19.04,19.148,19.256,19.364,19.472,19.58,19.688,19.796,19.904,20.012,20.12,20.228,20.336,20.444,20.552,20.66,20.768,20.876,20.984,21.092,21.2,21.308,21.416,21.524,21.632,21.74,21.848,21.956,22.064,22.172,22.28,22.388,22.496,22.604,22.712,22.82,22.928,23.036,23.144,23.252,23.36,23.468,23.576,23.684,23.792
garden,N8246099,N7340845,22.222,3.222,3.241,3.26,3.281,3.303,3.327,3.352,3.379,3.407,3.438,3.47,3.504,3.54,3.578,3.618,3.661,3.705,3.753,3.802,3.854,3.909,3.967,4.027,4.09,4.157,4.226,4.298,4.373,4.452,4.534,4.62,4.708,4.801,4.897,4.997,5.101,5.208,5.32,5.435,5.555,5.679,5.807,5.94,6.077,6.218,6.364,6.515,6.671,6.831,6.996,7.167,7.342,7.522,7.708,7.899,8.096,8.297,8.505,8.718,8.936,9.161,9.391,9.627,9.87,10.118,10.373,10.633,10.9,11.174,11.454,11.74,12.034,12.334,12.64,12.954,13.274,13.602,13.937,14.278,14.628,14.984,15.348,15.719,16.098,16.485,16.879,17.282,17.664,18.031,18.403,18.781,19.165,19.555,19.951,20.349,20.653,20.96,21.271,21.585,21.902
garden,N8246099,N7102836,22.222,7.778,7.826,7.876,7.927,7.979,8.033,8.088,8.144,8.202,8.262,8.322,8.384,8.448,8.513,8.58,8.648,8.718,8.789,8.862,8.937,9.013,9.091,9.171,9.252,9.335,9.42,9.507,9.595,9.685,9.777,9.871,9.967,10.064,10.164,10.265,10.369,10.474,10.581,10.691,10.802,10.916,11.031,11.149,11.268,11.39,11.514,11.64,11.768,11.899,12.032,12.167,12.304,12.443,12.585,12.729,12.876,13.025,13.176,13.33,13.486,13.644,13.805,13.969,14.135,14.304,14.475,14.648,14.824,15.003,15.185,15.369,15.556,15.745,15.937,16.132,16.33,16.53,16.733,16.939,17.148,17.36,17.575,17.792,18.012,18.236,18.462,18.691,18.923,19.158,19.397,19.638,19.882,20.129,20.38,20.634,20.89,21.15,21.413,21.68,21.949
garden,N8246099,N4984823,23.111,3.889,3.944,3.999,4.055,4.112,4.17,4.229,4.29,4.351,4.414,4.478,4.544,4.611,4.68,4.751,4.824,4.899,4.975,5.055,5.136,5.22,5.306,5.394,5.486,5.58,5.677,5.777,5.88,5.986,6.096,6.208,6.324,6.444,6.567,6.694,6.825,6.959,7.098,7.241,7.388,7.539,7.694,7.854,8.019,8.188,8.362,8.54,8.724,8.913,9.107,9.306,9.51,9.72,9.935,10.156,10.382,10.615,10.853,11.097,11.347,11.604,11.866,12.135,12.411,12.693,12.981,13.277,13.579,13.888,14.204,14.527,14.858,15.196,15.536,15.779,16.024,16.272,16.523,16.777,17.034,17.293,17.556,17.821,18.089,18.36,18.634,18.911,19.191,19.474,19.76,20.049,20.341,20.636,20.934,21.236,21.54,21.848,22.159,22.473,22.791
tworooms,N1738800,N7295169,22.429,18.714,18.751,18.789,18.826,18.863,18.9,18.937,18.974,19.011,19.049,19.086,19.123,19.16,19.197,19.234,19.271,19.309,19.346,19.383,19.42,19.457,19.494,19.531,19.569,19.606,19.643,19.68,19.717,19.754,19.791,19.829,19.866,19.903,19.94,19.977,20.014,20.051,20.089,20.126,20.163,20.2,20.237,20.274,20.311,20.349,20.386,20.423,20.46,20.497,20.534,20.571,20.609,20.646,20.683,20.72,20.757,20.794,20.831,20.869,20.906,20.943,20.98,21.017,21.054,21.091,21.129,21.166,21.203,21.24,21.277,21.314,21.351,21.389,21.426,21.463,21.5,21.537,21.574,21.611,21.649,21.686,21.723,21.76,21.797,21.834,21.871,21.909,21.946,21.983,22.02,22.057,22.094,22.131,22.169,22.206,22.243,22.28,22.317,22.354,22.391
tworooms,N1738800,N5180650,22.714,2.286,2.49,2.694,2.899,3.103,3.307,3.511,3.716,3.92,4.124,4.329,4.533,4.737,4.941,5.146,5.35,5.554,5.759,5.963,6.167,6.371,6.576,6.78,6.984,7.189,7.393,7.597,7.801,8.006,8.21,8.414,8.619,8.823,9.027,9.231,9.436,9.64,9.844,10.049,10.253,10.457,10.661,10.866,11.07,11.274,11.479,11.683,11.887,12.091,12.296,12.5,12.704,12.909,13.113,13.317,13.521,13.726,13.93,14.134,14.339,14.543,14.747,14.951,15.156,15.36,15.564,15.769,15.973,16.177,16.381,16.586,16.79,16.994,17.199,17.403,17.607,17.811,18.016,18.22,18.424,18.629,18.833,19.037,19.241,19.446,19.65,19.854,20.059,20.263,20.467,20.671,20.876,21.08,21.284,21.489,21.693,21.897,22.101,22.306,22.51
garden,N3123108,N5359231,22.444,3.222,3.264,3.305,3.348,3.391,3.435,3.48,3.525,3.572,3.62,3.669,3.719,3.77,3.823,3.877,3.933,3.991,4.05,4.111,4.173,4.238,4.305,4.374,4.445,4.518,4.594,4.672,4.752,4.835,4.921,5.01,5.101,5.195,5.292,5.392,5.495,5.602,5.712,5.825,5.941,6.061,6.185,6.312,6.443,6.578,6.717,6.86,7.007,7.158,7.313,7.472,7.636,7.804,7.977,8.155,8.337,8.524,8.716,8.912,9.114,9.321,9.533,9.75,9.973,10.201,10.434,10.673,10.918,11.168,11.424,11.686,11.954,12.228,12.508,12.794,13.087,13.386,13.691,14.003,14.321,14.646,14.978,15.317,15.662,16.015,16.374,16.741,17.115,17.496,17.884,18.28,18.684,19.095,19.514,19.94,20.374,20.817,21.267,21.691,22.066
garden,N3123108,N9923259,22.444,3.222,3.241,3.26,3.28,3.302,3.325,3.35,3.376,3.403,3.432,3.463,3.496,3.53,3.567,3.605,3.646,3.688,3.733,3.781,3.83,3.883,3.937,3.995,4.055,4.118,4.184,4.253,4.325,4.4,4.478,4.56,4.644,4.733,4.825,4.92,5.019,5.122,5.229,5.339,5.454,5.572,5.695,5.822,5.954,6.089,6.229,6.374,6.524,6.678,6.836,7.0,7.169,7.342,7.521,7.705,7.894,8.088,8.288,8.493,8.704,8.921,9.143,9.371,9.605,9.845,10.091,10.343,10.601,10.866,11.137,11.414,11.698,11.988,12.285,12.589,12.899,13.217,13.541,13.873,14.211,14.557,14.911,15.271,15.639,16.015,16.398,16.789,17.187,17.594,18.008,18.43,18.861,19.299,19.746,20.201,20.595,20.956,21.321,21.691,22.066
garden,N3123108,N3458250,22.889,7.778,7.833,7.888,7.944,8.001,8.058,8.116,8.176,8.236,8.296,8.358,8.421,8.485,8.55,8.616,8.684,8.752,8.822,8.893,8.966,9.04,9.115,9.192,9.271,9.351,9.432,9.516,9.601,9.687,9.776,9.866,9.958,10.052,10.149,10.247,10.347,10.449,10.554,10.66,10.769,10.88,10.993,11.109,11.227,11.348,11.471,11.596,11.725,11.855,11.989,12.125,12.264,12.406,12.55,12.697,12.848,13.001,13.157,13.317,13.479,13.644,13.813,13.985,14.16,14.339,14.521,14.706,14.895,15.087,15.282,15.482,15.685,15.891,16.101,16.315,16.533,16.755,16.98,17.209,17.443,17.68,17.921,18.167,18.416,18.67,18.928,19.19,19.457,19.728,19.99,20.238,20.489,20.743,21.0,21.26,21.524,21.79,22.06,22.333,22.609
ikea,N2396034,N5268104,22.5,4.875,4.938,5.003,5.071,5.142,5.216,5.292,5.371,5.453,5.538,5.625,5.715,5.808,5.904,6.002,6.103,6.207,6.314,6.423,6.535,6.65,6.768,6.888,7.011,7.137,7.266,7.397,7.531,7.668,7.808,7.95,8.095,8.243,8.394,8.547,8.703,8.862,9.024,9.188,9.355,9.525,9.698,9.873,10.051,10.232,10.416,10.602,10.791,10.983,11.178,11.375,11.575,11.778,11.984,12.192,12.403,12.617,12.834,13.053,13.275,13.5,13.728,13.958,14.191,14.427,14.666,14.907,15.151,15.398,15.648,15.9,16.155,16.413,16.674,16.937,17.203,17.472,17.744,18.018,18.26,18.455,18.651,18.848,19.045,19.243,19.442,19.641,19.841,20.042,20.243,20.445,20.648,20.851,21.055,21.259,21.464,21.67,21.877,22.084,22.292
ikea,N2396034,N239392,23.5,5.125,5.19,5.258,5.329,5.403,5.479,5.559,5.641,5.726,5.814,5.905,5.999,6.095,6.195,6.297,6.402,6.51,6.621,6.734,6.851,6.97,7.092,7.217,7.345,7.476,7.609,7.746,7.885,8.027,8.172,8.32,8.471,8.624,8.781,8.94,9.102,9.267,9.435,9.605,9.779,9.955,10.134,10.316,10.501,10.689,10.879,11.073,11.269,11.468,11.67,11.875,12.083,12.293,12.507,12.723,12.942,13.164,13.389,13.616,13.847,14.08,14.316,14.555,14.797,15.042,15.289,15.54,15.793,16.049,16.308,16.57,16.835,17.102,17.373,17.646,17.922,18.201,18.483,18.767,19.055,19.285,19.489,19.694,19.9,20.106,20.313,20.521,20.73,20.939,21.148,21.359,21.57,21.782,21.994,22.207,22.421,22.635,22.851,23.066,23.283
museum,N4337909,N3311969,22.75,4.375,4.496,4.618,4.741,4.865,4.991,5.118,5.246,5.376,5.507,5.639,5.772,5.907,6.043,6.18,6.318,6.458,6.599,6.742,6.885,7.03,7.176,7.324,7.472,7.622,7.773,7.926,8.08,8.235,8.391,8.549,8.708,8.868,9.029,9.192,9.356,9.521,9.688,9.856,10.025,10.195,10.367,10.54,10.714,10.889,11.066,11.244,11.423,11.604,11.786,11.969,12.153,12.339,12.526,12.714,12.903,13.094,13.286,13.48,13.674,13.87,14.067,14.266,14.465,14.666,14.868,15.072,15.277,15.483,15.69,15.899,16.109,16.32,16.532,16.746,16.961,17.177,17.395,17.614,17.834,18.055,18.278,18.502,18.727,18.953,19.181,19.41,19.64,19.872,20.105,20.339,20.574,20.811,21.049,21.288,21.528,21.77,22.013,22.258,22.503
museum,N4337909,N4708138,24.75,11.0,11.06,11.121,11.183,11.248,11.313,11.381,11.45,11.52,11.593,11.666,11.742,11.818,11.897,11.977,12.058,12.142,12.226,12.313,12.401,12.49,12.581,12.674,12.768,12.864,12.961,13.06,13.16,13.262,13.366,13.471,13.578,13.686,13.796,13.908,14.021,14.136,14.252,14.37,14.489,14.61,14.733,14.857,14.982,15.11,15.238,15.369,15.501,15.634,15.77,15.906,16.045,16.184,16.326,16.469,16.613,16.76,16.907,17.057,17.208,17.36,17.514,17.67,17.827,17.986,18.146,18.308,18.471,18.636,18.803,18.971,19.141,19.312,19.485,19.66,19.836,20.014,20.193,20.374,20.556,20.74,20.926,21.113,21.301,21.492,21.683,21.877,22.072,22.268,22.467,22.666,22.868,23.07,23.275,23.481,23.688,23.898,24.108,24.321,24.535
lab,N3633749,N9315520,22.889,7.778,7.805,7.832,7.86,7.889,7.919,7.949,7.979,8.011,8.043,8.077,8.111,8.146,8.182,8.219,8.257,8.296,8.337,8.378,8.421,8.465,8.511,8.558,8.607,8.658,8.71,8.764,8.819,8.877,8.937,8.998,9.062,9.129,9.197,9.269,9.342,9.419,9.498,9.58,9.665,9.753,9.844,9.938,10.036,10.137,10.242,10.351,10.464,10.581,10.701,10.826,10.956,11.09,11.228,11.372,11.52,11.674,11.832,11.996,12.166,12.341,12.522,12.709,12.902,13.102,13.307,13.52,13.739,13.965,14.199,14.439,14.687,14.943,15.207,15.478,15.736,15.955,16.178,16.407,16.641,16.879,17.123,17.373,17.627,17.888,18.154,18.425,18.703,18.986,19.276,19.571,19.873,20.181,20.496,20.817,21.145,21.48,21.821,22.17,22.526
lab,N3633749,N752499,23.778,1.556,1.572,1.59,1.608,1.627,1.646,1.666,1.687,1.709,1.731,1.755,1.78,1.806,1.833,1.862,1.892,1.924,1.957,1.992,2.029,2.068,2.109,2.152,2.198,2.245,2.296,2.349,2.405,2.465,2.527,2.592,2.661,2.734,2.81,2.891,2.975,3.064,3.157,3.255,3.358,3.465,3.578,3.696,3.82,3.95,4.085,4.227,4.376,4.53,4.692,4.861,5.037,5.221,5.413,5.612,5.82,6.036,6.262,6.496,6.739,6.992,7.255,7.528,7.812,8.106,8.41,8.727,9.054,9.394,9.745,10.109,10.486,10.876,11.279,11.695,12.126,12.538,12.921,13.313,13.715,14.127,14.549,14.981,15.423,15.876,16.339,16.789,17.227,17.674,18.13,18.595,19.069,19.553,20.047,20.55,21.063,21.585,22.118,22.661,23.214
lab,N3633749,N2601690,23.778,1.333,1.354,1.374,1.395,1.417,1.439,1.462,1.486,1.511,1.536,1.562,1.589,1.617,1.646,1.677,1.709,1.742,1.776,1.812,1.85,1.889,1.93,1.973,2.019,2.066,2.115,2.167,2.222,2.279,2.339,2.402,2.468,2.537,2.609,2.685,2.764,2.847,2.934,3.025,3.121,3.221,3.325,3.434,3.548,3.667,3.792,3.922,4.057,4.199,4.346,4.5,4.66,4.827,5.001,5.182,5.37,5.565,5.769,5.98,6.2,6.428,6.664,6.91,7.165,7.429,7.703,7.986,8.28,8.584,8.899,9.225,9.562,9.911,10.271,10.644,11.029,11.426,11.836,12.26,12.697,13.148,13.613,14.092,14.586,15.095,15.62,16.16,16.716,17.255,17.794,18.346,18.912,19.492,20.087,20.696,21.319,21.958,22.425,22.869,23.319
lab,N3633749,N9447532,23.778,3.889,3.916,3.943,3.971,4.0,4.03,4.06,4.091,4.123,4.155,4.189,4.223,4.259,4.296,4.334,4.373,4.413,4.455,4.499,4.544,4.591,4.64,4.691,4.744,4.799,4.857,4.917,4.979,5.045,5.113,5.184,5.259,5.337,5.418,5.503,5.592,5.685,5.782,5.883,5.989,6.1,6.215,6.336,6.462,6.594,6.732,6.875,7.025,7.181,7.344,7.514,7.691,7.875,8.067,8.267,8.475,8.692,8.917,9.151,9.394,9.647,9.91,10.183,10.466,10.76,11.065,11.381,11.709,12.048,12.4,12.765,13.142,13.533,13.937,14.355,14.787,15.234,15.696,16.173,16.526,16.813,17.104,17.401,17.704,18.012,18.326,18.645,18.97,19.302,19.639,19.982,20.332,20.688,21.05,21.419,21.795,22.178,22.567,22.963,23.367
